condition,seeds,episodes,success_rate,steps_to_flag_mean,total_reward_mean,external_reward_mean,semantic_gain_mean,prophecy_error_mean,repeat_count_mean,error_count_mean,knowledge_reuse_mean,unique_action_count_mean
A5_NO_FLAG_PROB,10,300,0.44333333333333336,100.75333333333333,13.219170055505332,0.44333333333333336,140.91,0.05857377725029147,39.806666666666665,5.37,9.853333333333333,60.946666666666665
