condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
A4_FULL_C3,2,0,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.31392857142857145,0.0,0.30000000000000004,3,0.04642857142857142,False,False,False,4.751670601909771,6
A4_FULL_C3,2,0,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,2.0805377994935608,4
A4_FULL_C3,2,0,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.31114285714285717,0.0,0.30000000000000004,3,0.03714285714285714,False,False,False,5.48115135249248,6
A4_FULL_C3,2,0,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.11410714285714287,0.0,0.1,1,0.047023809523809516,False,False,False,2.3858360719780745,4
A4_FULL_C3,2,0,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 0)",0.41630952380952385,0.0,0.4,4,0.054365079365079366,False,False,False,6.2193676670121905,6
A4_FULL_C3,2,0,16,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 0)",0.32528571428571434,0.0,0.30000000000000004,3,0.08428571428571428,False,False,False,3.2290263726232804,5
A4_FULL_C3,2,0,17,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 0)",0.12785714285714286,0.0,0.1,1,0.09285714285714286,False,False,False,1.470278069993383,6
A4_FULL_C3,2,0,18,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.4699665074536201,3
A4_FULL_C3,2,0,19,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 3)",0.11404761904761905,0.0,0.1,1,0.04682539682539682,False,False,False,2.846658216238418,5
A4_FULL_C3,2,0,20,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 2)",0.6314285714285716,0.0,0.6000000000000001,6,0.10476190476190482,False,False,False,3.4808119518031035,7
A4_FULL_C3,2,0,21,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 1)",1.5269047619047618,1.0,0.4,4,0.423015873015873,False,True,True,4.235928040488435,10
A4_FULL_C3,2,1,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5089795918367347,0.0,0.5,5,0.029931972789115645,False,False,False,8.661545089154421,12
A4_FULL_C3,2,1,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7139285714285715,0.0,0.7000000000000001,7,0.04642857142857142,False,False,False,5.700434788926199,11
A4_FULL_C3,2,1,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.11699999999999999,0.0,0.1,1,0.056666666666666636,False,False,False,8.899126753962435,5
A4_FULL_C3,2,1,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.42095238095238097,0.0,0.4,4,0.06984126984126984,False,False,False,8.516278781597173,10
A4_FULL_C3,2,1,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2179591836734694,0.0,0.2,2,0.05986394557823129,False,False,False,9.796468315443926,9
A4_FULL_C3,2,1,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.12333333333333334,0.0,0.1,1,0.07777777777777777,False,False,False,3.4961480934243605,7
A4_FULL_C3,2,1,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,2.0807994621382084,5
A4_FULL_C3,2,1,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 3)",0.3251428571428572,0.0,0.30000000000000004,3,0.08380952380952379,False,False,False,5.4818752962456,7
A4_FULL_C3,2,1,9,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.470118846836992,6
A4_FULL_C3,2,1,10,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,1.918622981105498,10
A4_FULL_C3,2,1,11,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.43500000000000005,0.0,0.4,4,0.1166666666666667,False,False,False,2.0610981056268587,8
A4_FULL_C3,2,1,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",0.8280000000000001,0.0,0.8,8,0.09333333333333331,False,False,False,5.079395890913535,12
A4_FULL_C3,2,1,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 0)",0.3278571428571429,0.0,0.30000000000000004,3,0.09285714285714285,False,False,False,1.4712903172715674,13
A4_FULL_C3,2,1,14,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 2)",0.5185714285714286,0.0,0.5,5,0.061904761904761886,False,False,False,3.866706321172381,11
A4_FULL_C3,2,1,15,INSPECT_CELL,INSPECT_CELL {KK_FRONTIER_CELL},"INSPECT_CELL {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",0.3278571428571429,0.0,0.30000000000000004,3,0.09285714285714285,False,False,False,1.4708914267066904,8
A4_FULL_C3,2,1,16,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 0)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.470442295836017,7
A4_FULL_C3,2,1,17,INSPECT_CELL,INSPECT_CELL {KK_FRONTIER_CELL},"INSPECT_CELL {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.11857142857142858,0.0,0.1,1,0.061904761904761886,False,False,False,3.7095005079078045,11
A4_FULL_C3,2,1,18,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 0)",0.31392857142857145,0.0,0.30000000000000004,3,0.04642857142857142,False,False,False,4.509066270961089,9
A4_FULL_C3,2,1,19,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 0)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.470455337613503,7
A4_FULL_C3,2,1,20,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 0)",0.21814285714285714,0.0,0.2,2,0.06047619047619047,False,False,False,5.793788406316747,9
A4_FULL_C3,2,1,21,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 1)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.470404966185976,8
A4_FULL_C3,2,1,22,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 2)",0.013333333333333322,0.0,-0.1,1,0.37777777777777777,True,False,False,2.964464256542046,12
A4_FULL_C3,2,1,23,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 2)",0.5278571428571428,0.0,0.5,5,0.09285714285714285,False,False,False,1.4715071377755171,12
A4_FULL_C3,2,1,24,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 1)",0.12785714285714286,0.0,0.1,1,0.09285714285714285,False,False,False,1.4715137364083826,10
A4_FULL_C3,2,1,25,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,1.4703870913952461,8
A4_FULL_C3,2,1,26,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.19004644743125,8
A4_FULL_C3,2,1,27,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.4427602017208323,9
A4_FULL_C3,2,1,28,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,1.1629665240503289,8
A4_FULL_C3,2,1,29,FOLLOW_HINT,FOLLOW_HINT {KK_HINT_VALUE},"FOLLOW_HINT {KK_HINT_VALUE}|KK_HINT_VALUE=(2, 2)",0.22107142857142859,0.0,0.2,2,0.07023809523809522,False,False,False,0.8828574348911913,8
A4_FULL_C3,2,1,30,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 3)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,1.3620058226525364,8
A4_FULL_C3,2,1,31,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,0.9734308375396862,8
A4_FULL_C3,2,1,32,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.035714285714285726,0.0,-0.05,0,0.04761904761904759,False,False,False,0.19362018220129973,8
A4_FULL_C3,2,1,33,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.035714285714285726,0.0,-0.05,0,0.04761904761904759,False,False,False,0.44633027106673256,9
A4_FULL_C3,2,1,34,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.14750000000000002,0.0,-0.25,0,0.3416666666666666,True,False,False,0.16652209075132685,8
A4_FULL_C3,2,1,35,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04047619047619048,0.0,-0.05,0,0.03174603174603176,False,False,False,-0.2193345956518855,8
A4_FULL_C3,2,1,36,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04047619047619048,0.0,-0.05,0,0.03174603174603176,False,False,False,-0.0343330410788556,9
A4_FULL_C3,2,1,37,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.042857142857142864,0.0,-0.05,0,0.023809523809523794,False,False,False,-0.5359104207227321,8
A4_FULL_C3,2,1,38,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.042857142857142864,0.0,-0.05,0,0.023809523809523794,False,False,False,-0.4348675994962123,9
A4_FULL_C3,2,1,39,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",-0.13166666666666668,0.0,-0.2,0,0.22777777777777777,True,False,False,-0.8930260059014886,8
A4_FULL_C3,2,1,40,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04428571428571429,0.0,-0.05,0,0.019047619047619053,False,False,False,-1.2826033062845508,8
A4_FULL_C3,2,1,41,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04428571428571429,0.0,-0.05,0,0.019047619047619053,False,False,False,-1.1337106310930596,9
A4_FULL_C3,2,1,42,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04523809523809524,0.0,-0.05,0,0.015873015873015883,False,False,False,-1.7092417646140667,8
A4_FULL_C3,2,1,43,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04523809523809524,0.0,-0.05,0,0.015873015873015883,False,False,False,-1.6570754664652907,9
A4_FULL_C3,2,1,44,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.18166666666666667,0.0,-0.25,0,0.22777777777777777,True,False,False,-1.830491680949402,8
A4_FULL_C3,2,1,45,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04591836734693878,0.0,-0.05,0,0.013605442176870743,False,False,False,-2.296739765520316,8
A4_FULL_C3,2,1,46,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04591836734693878,0.0,-0.05,0,0.013605442176870743,False,False,False,-2.2967456397012858,9
A4_FULL_C3,2,1,47,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.18166666666666667,0.0,-0.25,0,0.22777777777777777,True,False,False,-2.414244289042789,8
A4_FULL_C3,2,1,48,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",-0.19875,0.0,-0.25,0,0.1708333333333333,True,False,False,-2.5638938070023056,8
A4_FULL_C3,2,1,49,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04642857142857143,0.0,-0.05,0,0.011904761904761897,False,False,False,-3.0409154168444417,8
A4_FULL_C3,2,1,50,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04642857142857143,0.0,-0.05,0,0.011904761904761897,False,False,False,-3.04092134835021,9
A4_FULL_C3,2,1,51,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 3)",-0.209,0.0,-0.25,0,0.1366666666666667,True,False,False,-3.2057687869303657,8
A4_FULL_C3,2,1,52,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.19875,0.0,-0.25,0,0.1708333333333333,True,False,False,-3.4840358729783203,8
A4_FULL_C3,2,1,53,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.21583333333333332,0.0,-0.25,0,0.11388888888888893,True,False,False,-3.642800530638392,8
A4_FULL_C3,2,1,54,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.046825396825396826,0.0,-0.05,0,0.01058201058201058,False,False,False,-3.8351108108034895,8
A4_FULL_C3,2,1,55,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.046825396825396826,0.0,-0.05,0,0.01058201058201058,False,False,False,-3.835116301470867,9
A4_FULL_C3,2,1,56,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",-0.22071428571428572,0.0,-0.25,0,0.0976190476190476,True,False,False,-4.048225667610554,8
A4_FULL_C3,2,1,57,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",-0.224375,0.0,-0.25,0,0.08541666666666665,True,False,False,-4.308291423481609,8
A4_FULL_C3,2,1,58,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.19875,0.0,-0.25,0,0.1708333333333333,True,False,False,-4.458521861473323,8
A4_FULL_C3,2,1,59,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.047142857142857146,0.0,-0.05,0,0.009523809523809525,False,False,False,-4.7179875928129835,8
A4_FULL_C3,2,1,60,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.047142857142857146,0.0,-0.05,0,0.009523809523809525,False,False,False,-4.7179928246329075,9
A4_FULL_C3,2,1,61,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.209,0.0,-0.25,0,0.1366666666666667,True,False,False,-4.979013726038457,8
A4_FULL_C3,2,1,62,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",-0.22722222222222221,0.0,-0.25,0,0.07592592592592594,True,False,False,-5.172071576120112,8
A4_FULL_C3,2,1,63,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.047402597402597405,0.0,-0.05,0,0.008658008658008658,False,False,False,-5.2949012153964645,8
A4_FULL_C3,2,1,64,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.047402597402597405,0.0,-0.05,0,0.008658008658008658,False,False,False,-5.294906409320069,9
A4_FULL_C3,2,1,65,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",-0.2295,0.0,-0.25,0,0.06833333333333332,True,False,False,-5.314754681022849,8
A4_FULL_C3,2,1,66,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.23136363636363638,0.0,-0.25,0,0.06212121212121211,True,False,False,-5.465013755101571,8
A4_FULL_C3,2,1,67,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 3)",-0.23291666666666666,0.0,-0.25,0,0.05694444444444444,True,False,False,-5.621831985775616,8
A4_FULL_C3,2,1,68,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",-0.23423076923076924,0.0,-0.25,0,0.05256410256410252,True,False,False,-5.748628446512518,8
A4_FULL_C3,2,1,69,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.209,0.0,-0.25,0,0.1366666666666667,True,False,False,-5.89647410401539,8
A4_FULL_C3,2,1,70,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.04761904761904762,0.0,-0.05,0,0.00793650793650794,False,False,False,-6.195750393898026,8
A4_FULL_C3,2,1,71,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.04761904761904762,0.0,-0.05,0,0.00793650793650794,False,False,False,-6.195755009470808,9
A4_FULL_C3,2,1,72,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.21583333333333332,0.0,-0.25,0,0.11388888888888893,True,False,False,-6.264100373127688,8
A4_FULL_C3,2,1,73,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",-0.23535714285714288,0.0,-0.25,0,0.04880952380952378,True,False,False,-6.506737344659806,8
A4_FULL_C3,2,1,74,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 3)",-0.23633333333333334,0.0,-0.25,0,0.04555555555555555,True,False,False,-6.567902696247504,8
A4_FULL_C3,2,1,75,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.2371875,0.0,-0.25,0,0.04270833333333332,True,False,False,-6.655560902264309,8
A4_FULL_C3,2,1,76,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",-0.23794117647058824,0.0,-0.25,0,0.040196078431372524,True,False,False,-6.7322159272004605,8
A4_FULL_C3,2,1,77,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",-0.2386111111111111,0.0,-0.25,0,0.03796296296296295,True,False,False,-6.833313576606017,8
A4_FULL_C3,2,1,78,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(5, 0)",-0.047802197802197806,0.0,-0.05,0,0.00732600732600732,False,False,False,-7.026771168241211,8
A4_FULL_C3,2,1,79,MOVE_TOWARD,MOVE_TOWARD {KK_DOOR_CELL},"MOVE_TOWARD {KK_DOOR_CELL}|KK_DOOR_CELL=(4, 2)",-0.047802197802197806,0.0,-0.05,0,0.00732600732600732,False,False,False,-7.026775221404073,9
A4_FULL_C3,2,1,80,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(0, 3)",-0.21583333333333332,0.0,-0.25,0,0.11388888888888893,True,False,False,-7.140807448981424,8
A4_FULL_C3,2,1,81,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(2, 2)",-0.22071428571428572,0.0,-0.25,0,0.0976190476190476,True,False,False,-7.3696669992721215,8
A4_FULL_C3,2,1,82,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",-0.23921052631578948,0.0,-0.25,0,0.03596491228070175,True,False,False,-7.5732607336392075,8
A4_FULL_C3,2,1,83,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",-0.23975000000000002,0.0,-0.25,0,0.034166666666666644,True,False,False,-7.607074645331081,8
A4_FULL_C3,2,1,84,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.24023809523809525,0.0,-0.25,0,0.03253968253968254,True,False,False,-7.64412795645633,8
