experiment,suite,environment,phase,metric,target,baseline,paired_seed_count,target_mean,baseline_mean,paired_mean_difference,ci95_low,ci95_high,effect_size_dz,p_value,oracle_excluded,p_value_holm
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,steps,full_aassr,dqn,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,high_level_steps,full_aassr,dqn,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,primitive_steps,full_aassr,dqn,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,reward,full_aassr,dqn,30,0.0,0.03333333333333333,-0.03333333333333333,-0.058333333333333334,-0.0125,-0.5120028248509644,0.016049197540122993,True,0.06419679016049197
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,errors,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,repeats,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagined_nodes,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagination_depth,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,actual_return,full_aassr,dqn,30,0.0,0.03333333333333333,-0.03333333333333333,-0.058333333333333334,-0.0125,-0.5120028248509644,0.01559922003899805,True,0.0623968801559922
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,runtime_seconds,full_aassr,dqn,30,0.0022838783166953367,0.001519388250177144,0.0007644900665181922,0.0006605145162078165,0.0008673401836519285,2.60709942937656,4.999750012499375e-05,True,0.00024998750062496874
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,real_transitions,full_aassr,dqn,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagined_transitions,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,action_proposals,full_aassr,dqn,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,repeat_rate,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,error_rate,full_aassr,dqn,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,success,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,steps,full_aassr,prophecy_no_imagination,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,high_level_steps,full_aassr,prophecy_no_imagination,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,primitive_steps,full_aassr,prophecy_no_imagination,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,reward,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,errors,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,repeats,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,prediction_score,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,holdout_score,full_aassr,prophecy_no_imagination,30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagined_nodes,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagination_depth,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,actual_return,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,runtime_seconds,full_aassr,prophecy_no_imagination,30,0.0022838783166953367,0.0022789164832696164,4.961833425719929e-06,-8.29735331838795e-05,8.984116624924362e-05,0.02057733069831537,0.9115544222788861,True,0.9115544222788861
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,real_transitions,full_aassr,prophecy_no_imagination,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,imagined_transitions,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,action_proposals,full_aassr,prophecy_no_imagination,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,repeat_rate,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,error_rate,full_aassr,prophecy_no_imagination,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,success,full_aassr,q_learning,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,steps,full_aassr,q_learning,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,high_level_steps,full_aassr,q_learning,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
autonomy,autonomy,opaque_dependency_l4,evaluation_unseen_zero_shot,primitive_steps,full_aassr,q_learning,30,4.0,4.0,0.0,0.0,0.0,0.0,1.0,True,1.0
