experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,success,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,high_level_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,primitive_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,reward,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,actual_return,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,runtime_seconds,30,0.0033659248834834823,0.00030851791698756814,0.0032580390502601705,0.0034759434832958504,0.0027914745008456522,0.0042857934994390235
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,real_transitions,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,action_proposals,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_seen,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,success,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,high_level_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,primitive_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,reward,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,actual_return,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,runtime_seconds,30,0.0033112556001675935,0.00025458433331076704,0.003219027816861247,0.003401681283285143,0.002873168501391774,0.003899159499560483
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,real_transitions,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,action_proposals,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,evaluation_unseen_zero_shot,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,success,30,0.4351333333333333,0.05839120938406168,0.4139666666666667,0.45559999999999995,0.332,0.5485
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,high_level_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,primitive_steps,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,reward,30,0.4351333333333333,0.05839120938406168,0.41445000000000004,0.45526666666666665,0.332,0.5485
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,holdout_gain,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,actual_return,30,0.4351333333333333,0.05839120938406168,0.41545,0.4560833333333333,0.332,0.5485
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,runtime_seconds,30,0.00044002896493863466,3.357832504191207e-05,0.0004287660065635767,0.00045156028003208725,0.0003735328500188189,0.0005176025997789111
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,real_transitions,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,action_proposals,30,6.0,0.0,6.0,6.0,6.0,6.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,learning_auc,30,0.43520093380023345,0.05841987306198184,0.41461564115391025,0.4555694513923629,0.3319159579789895,0.5485242621310655
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,final_tail_success,30,0.7095,0.0829140602027807,0.6816666666666666,0.7394999999999999,0.555,0.885
autonomy,autonomy,contextual_policy,opaque_dependency_l6,none,training,opaque,first_success_real_transitions,30,320.8,329.82779205790575,215.0,441.2,36.0,1314.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,success,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,high_level_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,primitive_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,reward,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,actual_return,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,runtime_seconds,30,0.00488316286674429,0.0003472766280234146,0.004763770233640874,0.005005035749917927,0.004184657500591129,0.005534999498340767
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,real_transitions,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,action_proposals,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_seen,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,success,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,high_level_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,primitive_steps,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,reward,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,prediction_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,holdout_score,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,imagination_depth,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,actual_return,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,runtime_seconds,30,0.005002057483191796,0.0004045340446778212,0.004856849483131858,0.005136378833441995,0.004264238999894587,0.005518434000259731
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,real_transitions,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,evaluation_unseen_zero_shot,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
