experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,steps,30,3.2329999999999997,0.03958317301842912,3.219266666666667,3.2472,3.174,3.31
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,high_level_steps,30,3.2329999999999997,0.03958317301842912,3.218933333333333,3.2469333333333332,3.174,3.31
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,primitive_steps,30,3.2329999999999997,0.03958317301842912,3.219533333333333,3.2467333333333332,3.174,3.31
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,imagined_nodes,30,2.7318000000000002,0.2973006605418506,2.6284,2.8363333333333336,1.942,3.354
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,runtime_seconds,30,0.0005295317135363196,0.00024029645708138628,0.00046397763342247346,0.0006266436736196435,0.0004292620004853234,0.0014966088008368389
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,real_transitions,30,3.2329999999999997,0.03958317301842912,3.219533333333333,3.2468,3.174,3.31
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,imagined_transitions,30,2.7318000000000002,0.2973006605418506,2.6236,2.8360666666666665,1.942,3.354
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,action_proposals,30,3.2329999999999997,0.03958317301842912,3.219133333333333,3.2477333333333336,3.174,3.31
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,novelty_score,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,aassr_no_novelty,multi_solution_dependency,online,training,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,steps,30,3.1,0.5040069329937309,2.9222222222222225,3.2777777777777777,2.0,4.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,high_level_steps,30,3.1,0.5040069329937309,2.9222222222222225,3.2777777777777777,2.0,4.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,primitive_steps,30,3.1,0.5040069329937309,2.9222222222222225,3.2777777777777777,2.0,4.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,runtime_seconds,30,0.0023197322230165203,0.0004118089559114581,0.002175390002149571,0.002463642224837612,0.0014099999971222132,0.0031383333262056112
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,real_transitions,30,3.1,0.5040069329937309,2.9222222222222225,3.2666666666666666,2.0,4.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,action_proposals,30,3.1,0.5040069329937309,2.9222222222222225,3.2777777777777777,2.0,4.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,novelty_score,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,steps,30,3.1686666666666667,0.043366388807011824,3.1534,3.1839333333333335,3.082,3.272
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,high_level_steps,30,3.1686666666666667,0.043366388807011824,3.1532666666666667,3.1843999999999997,3.082,3.272
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,primitive_steps,30,3.1686666666666667,0.043366388807011824,3.1536666666666666,3.1835333333333335,3.082,3.272
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,runtime_seconds,30,0.004751280633350447,0.00022074758344226036,0.004678881966621459,0.004835380153350222,0.004341952799702994,0.005597294799576048
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,real_transitions,30,3.1686666666666667,0.043366388807011824,3.1536666666666666,3.1839999999999997,3.082,3.272
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,action_proposals,30,3.1686666666666667,0.043366388807011824,3.1536,3.185,3.082,3.272
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,novelty_score,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,dqn,multi_solution_dependency,online,training,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,full_aassr,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,steps,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
