condition,success_rate_mean,success_rate_ci95_low,success_rate_ci95_high,steps_to_flag_mean,steps_to_flag_ci95_low,steps_to_flag_ci95_high,semantic_gain_mean,repeat_rate_mean,error_rate_mean,prophecy_error_mean,total_reward_mean
A3_D1_B1,0.9766666666666667,0.96,0.99,23.223579638752053,21.77072249589491,24.659211822660097,51.876666666666665,0.08209647030689964,0.04115778339261405,0.09185252228034582,6.203645739675092
A3_D1_B3,0.9766666666666667,0.96,0.99,23.223579638752053,21.77072249589491,24.659211822660097,51.876666666666665,0.08209647030689964,0.04115778339261405,0.09185252228034582,6.203645739675092
A3_D1_B5,0.9766666666666667,0.96,0.99,23.223579638752053,21.77072249589491,24.659211822660097,51.876666666666665,0.08209647030689964,0.04115778339261405,0.09185252228034582,6.203645739675092
A3_D2_B1,0.97,0.9566666666666667,0.9833333333333334,23.122216748768473,21.688998357963875,24.574384236453202,51.906666666666666,0.08719367722038521,0.041458684237628794,0.0918056966952629,6.172148206881761
A3_D2_B3,0.97,0.9566666666666667,0.9833333333333334,23.143522167487685,21.688998357963875,24.619039408866996,51.906666666666666,0.08742553191727177,0.041835072950657026,0.09190049929751251,6.16979632763006
A3_D2_B5,0.97,0.9566666666666667,0.9833333333333334,23.13566502463054,21.691773399014778,24.610197044334974,51.906666666666666,0.08729754479831157,0.04147823874039564,0.09178922399929672,6.17091352374806
A3_D3_B1,0.9733333333333334,0.9566666666666667,0.9866666666666667,23.234950738916258,21.712807881773397,24.756026272577998,51.92,0.08590648311928525,0.0417723641437612,0.0920191736266272,6.1869445560725715
A3_D3_B3,0.9666666666666667,0.95,0.9833333333333334,23.067807881773398,21.688998357963875,24.528842364532018,51.916666666666664,0.08826992139196964,0.04115840534047071,0.0915699722849482,6.158220684950098
A3_D3_B5,0.9666666666666667,0.95,0.9833333333333334,23.0928078817734,21.688998357963875,24.585197044334976,51.903333333333336,0.08861229865295155,0.04153092902694788,0.09164927909152493,6.154215428147376
