condition,success_rate_mean,success_rate_ci95_low,success_rate_ci95_high,steps_to_flag_mean,steps_to_flag_ci95_low,steps_to_flag_ci95_high,semantic_gain_mean,repeat_rate_mean,error_rate_mean,prophecy_error_mean,total_reward_mean
A1_TABLE_C3,0.7166666666666667,0.6866666666666666,0.7533333333333333,72.09333099547287,68.14702848029164,75.81198945981555,137.94,0.25373341341774824,0.05950445926076049,0.0685274225309461,13.73203070314564
A1_TRANSFORMER_C3,0.6799999999999999,0.5966666666666667,0.7666666666666666,60.11771072065189,57.17738095238095,63.49894957983193,123.09333333333333,0.24340215618782218,0.05093452807862014,0.13714970890731712,13.830561992681305
