condition,success_rate_mean,success_rate_ci95_low,success_rate_ci95_high,steps_to_flag_mean,steps_to_flag_ci95_low,steps_to_flag_ci95_high,semantic_gain_mean,repeat_rate_mean,error_rate_mean,prophecy_error_mean,total_reward_mean
A2_REWARD_OFF,0.713,0.692,0.738,70.98157222361527,69.44653830913872,72.45191665025655,136.973,0.24059335639158816,0.06054669057616174,0.062325075843440964,11.899450000000002
A2_REWARD_ON,0.726,0.702,0.752,71.16212596023519,69.2441629545221,73.07372702748695,136.927,0.241618017001637,0.06177158496625142,0.06432241945215784,13.551895842594817
